CustomerID,Recency,Frequency,Monetary Value,R,F,M,RFM_Segment,RFM_Score,RFM_Categories
13739.0,17,1,216.9,3,1,1,311,5,Low
13740.0,240,1,350.75,1,1,2,112,4,Low
13741.0,71,4,666.33,2,3,3,233,8,Medium
13742.0,16,14,3079.2700000000013,4,4,4,444,12,Top
13743.0,2,8,1340.1499999999996,4,4,3,443,11,Top
13744.0,94,2,1080.52,2,2,3,223,7,Medium
13745.0,150,2,291.53999999999996,1,2,2,122,5,Low
13747.0,373,1,79.6,1,1,1,111,3,Low
13748.0,95,5,948.2499999999998,2,3,3,233,8,Medium
13750.0,53,5,1647.2599999999998,2,3,4,234,9,Medium
13751.0,287,1,296.24999999999994,1,1,2,112,4,Low
13752.0,123,6,1175.38,2,4,3,243,9,Medium
13753.0,287,1,741.26,1,1,3,113,5,Low
13754.0,151,2,282.6,1,2,1,121,4,Low
13755.0,3,10,2101.3900000000012,4,4,4,444,12,Top
13756.0,1,15,5145.119999999995,4,4,4,444,12,Top
13758.0,11,7,3190.550000000001,4,4,4,444,12,Top
13759.0,32,2,659.41,3,2,3,323,8,Medium
13760.0,53,2,286.78999999999996,2,2,1,221,5,Low
13761.0,49,2,1070.65,3,2,3,323,8,Medium
13762.0,203,2,4.263256414560601e-14,1,2,1,121,4,Low
13763.0,62,3,1689.4599999999998,2,3,4,234,9,Medium
13764.0,70,3,1519.42,2,3,3,233,8,Medium
13767.0,1,52,16945.71000000001,4,4,4,444,12,Top
13769.0,1,16,2771.869999999999,4,4,4,444,12,Top
13771.0,63,5,2631.700000000001,2,3,4,234,9,Medium
13772.0,33,3,1122.6299999999999,3,3,3,333,9,Medium
13774.0,81,1,344.99999999999994,2,1,2,212,5,Low
13777.0,0,41,25748.349999999984,4,4,4,444,12,Top
13778.0,102,1,178.7,2,1,1,211,4,Low
13780.0,6,2,360.01,4,2,2,422,8,Medium
13781.0,250,1,127.84000000000002,1,1,1,111,3,Low
13782.0,12,6,908.8599999999992,4,4,3,443,11,Top
13784.0,9,11,2462.7899999999995,4,4,4,444,12,Top
13786.0,366,1,230.4,1,1,1,111,3,Low
13787.0,75,2,309.04,2,2,2,222,6,Low
13790.0,3,1,348.79999999999995,4,1,2,412,7,Medium
13791.0,42,3,1047.68,3,3,3,333,9,Medium
13792.0,65,2,195.54999999999995,2,2,1,221,5,Low
13798.0,0,63,36352.86999999996,4,4,4,444,12,Top
13799.0,116,2,688.8600000000002,2,2,3,223,7,Medium
13800.0,309,1,558.3199999999997,1,1,2,112,4,Low
13801.0,66,1,324.79999999999995,2,1,2,212,5,Low
13802.0,137,6,3906.2700000000013,2,4,4,244,10,Top
13803.0,254,1,277.07000000000005,1,1,1,111,3,Low
13804.0,30,7,2588.3900000000003,3,4,4,344,11,Top
13805.0,51,2,924.5999999999999,2,2,3,223,7,Medium
13806.0,63,1,256.38,2,1,1,211,4,Low
13807.0,366,1,112.6,1,1,1,111,3,Low
13808.0,5,5,1747.66,4,3,4,434,11,Top
13809.0,304,1,155.05,1,1,1,111,3,Low
13810.0,28,4,827.5099999999998,3,3,3,333,9,Medium
13811.0,183,4,519.75,1,3,2,132,6,Low
13812.0,41,3,484.9999999999999,3,3,2,332,8,Medium
13813.0,39,5,1155.4099999999996,3,3,3,333,9,Medium
13814.0,55,3,1562.1200000000001,2,3,3,233,8,Medium
13815.0,21,5,3654.9099999999985,3,3,4,334,10,Top
13816.0,23,4,483.03999999999985,3,3,2,332,8,Medium
13817.0,28,2,328.9799999999999,3,2,2,322,7,Medium
13819.0,301,3,1140.35,1,3,3,133,7,Medium
13821.0,144,2,385.64,1,2,2,122,5,Low
13822.0,5,2,632.0000000000001,4,2,2,422,8,Medium
13823.0,18,2,957.6600000000001,3,2,3,323,8,Medium
13824.0,32,5,1698.9399999999998,3,3,4,334,10,Top
13826.0,157,2,179.55,1,2,1,121,4,Low
13827.0,57,3,409.7999999999998,2,3,2,232,7,Medium
13828.0,21,1,209.49000000000004,3,1,1,311,5,Low
13829.0,358,1,-102.0,1,1,1,111,3,Low
13831.0,15,6,2198.45,4,4,4,444,12,Top
13832.0,17,2,40.949999999999996,3,2,1,321,6,Low
13833.0,158,1,383.8499999999999,1,1,2,112,4,Low
13835.0,24,4,834.57,3,3,3,333,9,Medium
13837.0,211,2,266.59000000000003,1,2,1,121,4,Low
13838.0,5,4,674.8199999999998,4,3,3,433,10,Top
13841.0,252,1,85.0,1,1,1,111,3,Low
13842.0,58,9,3385.619999999999,2,4,4,244,10,Top
13844.0,10,1,361.62,4,1,2,412,7,Medium
13845.0,64,1,312.98,2,1,2,212,5,Low
13846.0,24,4,847.6100000000004,3,3,3,333,9,Medium
13848.0,91,3,1255.0,2,3,3,233,8,Medium
13849.0,51,2,1537.95,2,2,3,223,7,Medium
13850.0,87,2,1586.8099999999995,2,2,4,224,8,Medium
13851.0,95,3,2651.46,2,3,4,234,9,Medium
13853.0,8,2,1056.94,4,2,3,423,9,Medium
13854.0,8,29,8025.0199999999995,4,4,4,444,12,Top
13856.0,168,5,363.4,1,3,2,132,6,Low
13858.0,56,1,216.16999999999996,2,1,1,211,4,Low
13859.0,325,1,201.16,1,1,1,111,3,Low
13860.0,0,6,1240.0000000000002,4,4,3,443,11,Top
13862.0,17,10,2187.3100000000013,3,4,4,344,11,Top
13863.0,244,2,299.56,1,2,2,122,5,Low
13865.0,57,4,501.56,2,3,2,232,7,Medium
13866.0,73,1,145.67,2,1,1,211,4,Low
13867.0,30,3,1005.0900000000001,3,3,3,333,9,Medium
13868.0,6,2,3192.54,4,2,4,424,10,Top
13869.0,122,4,3083.6500000000037,2,3,4,234,9,Medium
13870.0,1,10,2751.250000000001,4,4,4,444,12,Top
13871.0,22,14,6389.800000000004,3,4,4,344,11,Top
13873.0,119,4,381.70000000000005,2,3,2,232,7,Medium
13874.0,357,1,540.45,1,1,2,112,4,Low
13875.0,53,5,1786.7900000000004,2,3,4,234,9,Medium
13876.0,63,1,122.69999999999999,2,1,1,211,4,Low
13877.0,85,1,117.24000000000001,2,1,1,211,4,Low
13878.0,54,1,1271.57,2,1,3,213,6,Low
13880.0,20,13,3219.7700000000004,3,4,4,344,11,Top
13881.0,3,22,16989.519999999993,4,4,4,444,12,Top
13882.0,2,6,1131.28,4,4,3,443,11,Top
13883.0,0,9,2542.2499999999995,4,4,4,444,12,Top
13884.0,6,6,781.3000000000002,4,4,3,443,11,Top
13885.0,188,2,506.8000000000001,1,2,2,122,5,Low
13886.0,70,1,243.56000000000003,2,1,1,211,4,Low
13887.0,203,1,349.54999999999995,1,1,2,112,4,Low
13888.0,119,2,595.67,2,2,2,222,6,Low
13889.0,92,1,416.9,2,1,2,212,5,Low
13890.0,0,14,1860.8599999999992,4,4,4,444,12,Top
13892.0,26,4,632.97,3,3,2,332,8,Medium
13893.0,297,1,821.1,1,1,3,113,5,Low
13894.0,21,5,535.9699999999999,3,3,2,332,8,Medium
13895.0,20,5,2588.1199999999994,3,3,4,334,10,Top
13897.0,49,1,311.15999999999997,3,1,2,312,6,Low
13898.0,325,1,155.93,1,1,1,111,3,Low
13899.0,15,2,388.52000000000004,4,2,2,422,8,Medium
13900.0,182,3,740.9499999999997,1,3,3,133,7,Medium
13901.0,71,5,2867.2,2,3,4,234,9,Medium
13904.0,36,2,332.63999999999993,3,2,2,322,7,Medium
13908.0,79,5,2297.049999999999,2,3,4,234,9,Medium
13911.0,56,9,2580.909999999999,2,4,4,244,10,Top
13914.0,3,3,613.9499999999999,4,3,2,432,9,Medium
13917.0,49,2,272.04,3,2,1,321,6,Low
13918.0,49,2,1212.8400000000001,3,2,3,323,8,Medium
13919.0,52,3,314.1600000000001,2,3,2,232,7,Medium
13922.0,351,1,172.24999999999997,1,1,1,111,3,Low
13923.0,53,1,351.13000000000005,2,1,2,212,5,Low
13924.0,1,11,1682.0800000000004,4,4,4,444,12,Top
13925.0,35,6,616.6499999999999,3,4,2,342,9,Medium
13926.0,22,1,223.85000000000002,3,1,1,311,5,Low
13927.0,74,1,348.99,2,1,2,212,5,Low
13928.0,10,4,464.56999999999994,4,3,2,432,9,Medium
13929.0,168,3,802.8499999999999,1,3,3,133,7,Medium
13930.0,57,2,337.3399999999999,2,2,2,222,6,Low
13931.0,85,3,1230.9300000000003,2,3,3,233,8,Medium
13932.0,294,1,307.4,1,1,2,112,4,Low
13933.0,108,2,608.7899999999998,2,2,2,222,6,Low
13934.0,263,1,922.0999999999997,1,1,3,113,5,Low
13936.0,170,2,361.28,1,2,2,122,5,Low
13937.0,168,1,158.85,1,1,1,111,3,Low
13938.0,34,1,71.66,3,1,1,311,5,Low
13939.0,22,4,556.7499999999999,3,3,2,332,8,Medium
13940.0,16,4,839.1400000000002,4,3,3,433,10,Top
13941.0,21,7,4912.41,3,4,4,344,11,Top
13946.0,78,3,561.57,2,3,2,232,7,Medium
13947.0,64,1,90.6,2,1,1,211,4,Low
13948.0,360,1,101.99999999999999,1,1,1,111,3,Low
13949.0,2,6,2427.3199999999974,4,4,4,444,12,Top
13950.0,10,5,728.5600000000001,4,3,3,433,10,Top
13951.0,175,3,674.4499999999998,1,3,3,133,7,Medium
13952.0,210,3,3246.091,1,3,4,134,8,Medium
13953.0,6,7,3515.6800000000003,4,4,4,444,12,Top
13954.0,1,3,378.5899999999999,4,3,2,432,9,Medium
13955.0,153,2,322.96,1,2,2,122,5,Low
13956.0,4,5,1019.2700000000003,4,3,3,433,10,Top
13958.0,371,1,-102.45,1,1,1,111,3,Low
13959.0,78,3,594.0399999999998,2,3,2,232,7,Medium
13960.0,20,2,230.22,3,2,1,321,6,Low
13962.0,21,2,169.55,3,2,1,321,6,Low
13963.0,307,4,664.54,1,3,3,133,7,Medium
13967.0,145,1,80.7,1,1,1,111,3,Low
13969.0,6,20,8956.920000000002,4,4,4,444,12,Top
13971.0,8,11,2702.2199999999993,4,4,4,444,12,Top
13972.0,70,2,190.25000000000009,2,2,1,221,5,Low
13973.0,286,1,264.7,1,1,1,111,3,Low
13974.0,48,1,413.59,3,1,2,312,6,Low
13975.0,30,7,2438.19,3,4,4,344,11,Top
13976.0,206,1,357.9800000000001,1,1,2,112,4,Low
13978.0,14,2,196.79,4,2,1,421,7,Medium
13979.0,72,1,869.8700000000001,2,1,3,213,6,Low
13980.0,59,1,200.14000000000001,2,1,1,211,4,Low
13982.0,38,5,1861.11,3,3,4,334,10,Top
13983.0,29,13,2590.46,3,4,4,344,11,Top
13984.0,26,6,488.03000000000003,3,4,2,342,9,Medium
13985.0,3,16,7024.530000000005,4,4,4,444,12,Top
13986.0,16,1,320.46000000000004,4,1,2,412,7,Medium
13988.0,19,9,4098.800000000001,3,4,4,344,11,Top
13989.0,65,2,1266.0799999999997,2,2,3,223,7,Medium
13990.0,212,1,311.3,1,1,2,112,4,Low
13991.0,11,7,847.54,4,4,3,443,11,Top
13992.0,29,1,76.8,3,1,1,311,5,Low
13993.0,31,12,3409.6600000000003,3,4,4,344,11,Top
13994.0,3,6,2274.140000000001,4,4,4,444,12,Top
13995.0,14,6,1383.4899999999998,4,4,3,443,11,Top
13999.0,9,15,3865.2600000000034,4,4,4,444,12,Top
14000.0,205,2,633.71,1,2,2,122,5,Low
14001.0,45,4,2030.33,3,3,4,334,10,Top
14002.0,133,2,529.73,2,2,2,222,6,Low
14004.0,42,7,4582.639999999999,3,4,4,344,11,Top
14005.0,9,5,2874.7200000000007,4,3,4,434,11,Top
14006.0,115,3,962.1899999999999,2,3,3,233,8,Medium
14009.0,197,3,685.9299999999998,1,3,3,133,7,Medium
14012.0,277,1,328.8,1,1,2,112,4,Low
14013.0,109,3,473.02,2,3,2,232,7,Medium
14014.0,76,1,505.18000000000006,2,1,2,212,5,Low
14015.0,52,1,917.34,2,1,3,213,6,Low
14016.0,153,5,4278.459999999999,1,3,4,134,8,Medium
14019.0,46,4,1398.9600000000005,3,3,3,333,9,Medium
14020.0,16,2,642.8000000000001,4,2,3,423,9,Medium
14021.0,154,3,631.9000000000001,1,3,2,132,6,Low
14022.0,224,1,440.0,1,1,2,112,4,Low
14023.0,6,2,584.0699999999998,4,2,2,422,8,Medium
14024.0,121,2,327.7,2,2,2,222,6,Low
14027.0,60,1,104.82000000000002,2,1,1,211,4,Low
14029.0,62,2,467.65999999999997,2,2,2,222,6,Low
14030.0,17,8,2358.8399999999997,3,4,4,344,11,Top
14031.0,6,23,14634.639999999992,4,4,4,444,12,Top
14032.0,1,18,2929.840000000001,4,4,4,444,12,Top
14034.0,21,4,509.09,3,3,2,332,8,Medium
14035.0,28,5,1428.0200000000002,3,3,3,333,9,Medium
14036.0,284,1,626.6499999999999,1,1,2,112,4,Low
14037.0,175,2,147.20000000000005,1,2,1,121,4,Low
14038.0,77,4,1554.4799999999989,2,3,3,233,8,Medium
14039.0,32,1,152.2,3,1,1,311,5,Low
14040.0,40,14,3491.64,3,4,4,344,11,Top
14041.0,265,1,141.41,1,1,1,111,3,Low
14044.0,26,4,646.4199999999994,3,3,3,333,9,Medium
14045.0,108,4,1659.75,2,3,4,234,9,Medium
14046.0,283,1,154.98999999999998,1,1,1,111,3,Low
14047.0,8,7,1290.0099999999998,4,4,3,443,11,Top
14048.0,276,2,375.1299999999999,1,2,2,122,5,Low
14049.0,16,6,5536.149999999996,4,4,4,444,12,Top
14050.0,31,2,746.3600000000001,3,2,3,323,8,Medium
14051.0,0,26,15477.33999999999,4,4,4,444,12,Top
14052.0,19,1,225.35999999999993,3,1,1,311,5,Low
14053.0,123,2,260.25,2,2,1,221,5,Low
14054.0,64,1,92.46,2,1,1,211,4,Low
14055.0,105,1,725.6400000000001,2,1,3,213,6,Low
14056.0,0,29,8062.459999999984,4,4,4,444,12,Top
14057.0,23,18,6141.100000000001,3,4,4,344,11,Top
14059.0,266,1,183.59999999999997,1,1,1,111,3,Low
14060.0,4,20,6135.379999999998,4,4,4,444,12,Top
14062.0,9,12,10464.85,4,4,4,444,12,Top
14064.0,28,7,1168.9199999999998,3,4,3,343,10,Top
14066.0,266,1,152.55,1,1,1,111,3,Low
14067.0,63,2,374.69999999999993,2,2,2,222,6,Low
14068.0,319,1,265.85,1,1,1,111,3,Low
14071.0,3,9,1306.1600000000026,4,4,3,443,11,Top
14073.0,20,2,139.54,3,2,1,321,6,Low
14075.0,4,3,942.2599999999998,4,3,3,433,10,Top
14076.0,128,1,118.66999999999997,2,1,1,211,4,Low
14077.0,40,5,499.41999999999996,3,3,2,332,8,Medium
14078.0,101,6,1049.3700000000003,2,4,3,243,9,Medium
14079.0,124,1,375.09999999999997,2,1,2,212,5,Low
14080.0,32,1,45.599999999999994,3,1,1,311,5,Low
14081.0,266,4,891.7699999999999,1,3,3,133,7,Medium
14082.0,364,1,182.24999999999997,1,1,1,111,3,Low
14083.0,3,9,1002.8999999999999,4,4,3,443,11,Top
14085.0,1,19,4408.539999999997,4,4,4,444,12,Top
14087.0,2,2,178.71999999999997,4,2,1,421,7,Medium
14088.0,9,14,50415.49,4,4,4,444,12,Top
14089.0,56,1,158.75,2,1,1,211,4,Low
14090.0,324,1,76.32000000000001,1,1,1,111,3,Low
14092.0,7,17,4063.100000000003,4,4,4,444,12,Top
14093.0,11,1,433.85999999999996,4,1,2,412,7,Medium
14096.0,3,18,53147.979999999705,4,4,4,444,12,Top
14098.0,36,1,147.34999999999997,3,1,1,311,5,Low
14099.0,15,12,3092.9700000000003,4,4,4,444,12,Top
14100.0,137,1,191.95000000000002,2,1,1,211,4,Low
14101.0,73,6,5976.79,2,4,4,244,10,Top
14102.0,4,8,1060.33,4,4,3,443,11,Top
14104.0,154,2,216.20999999999998,1,2,1,121,4,Low
14105.0,84,2,1260.3300000000002,2,2,3,223,7,Medium
14107.0,51,8,2688.48,2,4,4,244,10,Top
14108.0,30,3,594.1600000000001,3,3,2,332,8,Medium
14109.0,22,2,80.19999999999999,3,2,1,321,6,Low
14110.0,3,13,5669.65,4,4,4,444,12,Top
14111.0,13,5,688.6,4,3,3,433,10,Top
14112.0,22,12,2774.1699999999964,3,4,4,344,11,Top
14113.0,3,8,1377.92,4,4,3,443,11,Top
14114.0,273,2,386.53,1,2,2,122,5,Low
14116.0,19,5,1382.7400000000002,3,3,3,333,9,Medium
14117.0,143,1,90.0,1,1,1,111,3,Low
14119.0,353,1,-19.9,1,1,1,111,3,Low
14121.0,3,6,2740.3,4,4,4,444,12,Top
14124.0,83,1,419.58000000000004,2,1,2,212,5,Low
14125.0,10,3,2720.6300000000015,4,3,4,434,11,Top
14126.0,7,4,643.6300000000001,4,3,3,433,10,Top
14127.0,122,3,709.7099999999996,2,3,3,233,8,Medium
14128.0,60,2,637.5000000000001,2,2,2,222,6,Low
14129.0,1,5,1123.86,4,3,3,433,10,Top
14130.0,318,1,480.90999999999997,1,1,2,112,4,Low
14132.0,1,12,3580.130000000001,4,4,4,444,12,Top
14133.0,129,5,590.3399999999999,2,3,2,232,7,Medium
14135.0,1,15,4690.31,4,4,4,444,12,Top
14138.0,1,2,965.8800000000005,4,2,3,423,9,Medium
14139.0,45,1,415.81999999999994,3,1,2,312,6,Low
14140.0,3,3,920.0499999999996,4,3,3,433,10,Top
14141.0,2,6,879.0300000000003,4,4,3,443,11,Top
14142.0,372,1,311.81000000000006,1,1,2,112,4,Low
14143.0,133,1,115.8,2,1,1,211,4,Low
14145.0,46,5,3148.2,3,3,4,334,10,Top
14146.0,8,6,2949.57,4,4,4,444,12,Top
14147.0,48,3,468.4,3,3,2,332,8,Medium
14148.0,233,1,157.2,1,1,1,111,3,Low
14149.0,212,3,259.43000000000006,1,3,1,131,5,Low
14150.0,35,2,658.6400000000001,3,2,3,323,8,Medium
14152.0,74,3,611.0900000000001,2,3,2,232,7,Medium
14154.0,238,2,1345.6200000000003,1,2,3,123,6,Low
14155.0,265,1,118.75,1,1,1,111,3,Low
14156.0,9,65,112564.58999999985,4,4,4,444,12,Top
14157.0,19,3,392.4400000000001,3,3,2,332,8,Medium
14158.0,39,1,507.66000000000014,3,1,2,312,6,Low
14159.0,19,14,4615.639999999992,3,4,4,344,11,Top
14161.0,215,3,1097.6200000000001,1,3,3,133,7,Medium
14162.0,173,2,289.36000000000007,1,2,1,121,4,Low
14163.0,86,4,2445.9100000000008,2,3,4,234,9,Medium
14164.0,70,2,1631.7700000000002,2,2,4,224,8,Medium
14165.0,275,1,120.44,1,1,1,111,3,Low
14167.0,38,4,562.5899999999999,3,3,2,332,8,Medium
14171.0,97,1,363.78999999999996,2,1,2,212,5,Low
14173.0,10,4,450.84000000000003,4,3,2,432,9,Medium
14174.0,32,1,134.46,3,1,1,311,5,Low
14175.0,50,7,3108.0600000000018,2,4,4,244,10,Top
14176.0,296,5,574.0,1,3,2,132,6,Low
14177.0,84,5,544.51,2,3,2,232,7,Medium
14178.0,8,7,1600.26,4,4,4,444,12,Top
14179.0,40,2,701.5699999999997,3,2,3,323,8,Medium
14180.0,10,31,4640.769999999999,4,4,4,444,12,Top
14184.0,66,1,452.89,2,1,2,212,5,Low
14185.0,330,1,197.65,1,1,1,111,3,Low
14188.0,8,10,2018.91,4,4,4,444,12,Top
14189.0,1,24,4604.3099999999995,4,4,4,444,12,Top
14191.0,1,14,4660.010000000002,4,4,4,444,12,Top
14193.0,67,2,853.3900000000001,2,2,3,223,7,Medium
14194.0,4,32,11216.74999999999,4,4,4,444,12,Top
14195.0,201,3,962.6999999999998,1,3,3,133,7,Medium
14196.0,106,1,335.52,2,1,2,212,5,Low
14198.0,3,7,663.4999999999999,4,4,3,443,11,Top
14199.0,217,1,185.39999999999998,1,1,1,111,3,Low
14201.0,59,9,688.0400000000001,2,4,3,243,9,Medium
14204.0,1,1,150.60999999999996,4,1,1,411,6,Low
14205.0,16,3,228.50000000000003,4,3,1,431,8,Medium
14206.0,238,2,308.25999999999993,1,2,2,122,5,Low
14208.0,94,1,151.73999999999998,2,1,1,211,4,Low
14209.0,10,7,2067.1300000000006,4,4,4,444,12,Top
14210.0,90,7,1900.89,2,4,4,244,10,Top
14211.0,52,13,2208.2999999999997,2,4,4,244,10,Top
14212.0,89,1,1070.48,2,1,3,213,6,Low
14213.0,371,1,-1192.2000000000003,1,1,1,111,3,Low
14214.0,30,7,1000.2299999999997,3,4,3,343,10,Top
14215.0,11,7,1777.9200000000008,4,4,4,444,12,Top
14216.0,2,4,1839.3,4,3,4,434,11,Top
14217.0,1,24,1925.36,4,4,4,444,12,Top
14218.0,42,1,169.48000000000002,3,1,1,311,5,Low
14219.0,3,1,89.94,4,1,1,411,6,Low
14220.0,246,2,632.4,1,2,2,122,5,Low
14221.0,41,10,3427.849999999999,3,4,4,344,11,Top
14222.0,176,1,683.17,1,1,3,113,5,Low
14223.0,91,4,975.23,2,3,3,233,8,Medium
14224.0,109,4,1009.73,2,3,3,233,8,Medium
14226.0,28,7,2184.24,3,4,4,344,11,Top
14227.0,25,15,3315.710000000002,3,4,4,344,11,Top
14229.0,51,5,1450.6,2,3,3,233,8,Medium
14231.0,178,5,822.0600000000001,1,3,3,133,7,Medium
14232.0,31,8,2043.9300000000003,3,4,4,344,11,Top
14233.0,43,5,1447.5100000000007,3,3,3,333,9,Medium
14234.0,21,4,754.1200000000003,3,3,3,333,9,Medium
14235.0,9,6,3093.8599999999997,4,4,4,444,12,Top
14236.0,80,2,490.86,2,2,2,222,6,Low
14237.0,372,1,161.00000000000003,1,1,1,111,3,Low
14238.0,325,1,146.85,1,1,1,111,3,Low
14239.0,42,13,2323.5000000000014,3,4,4,344,11,Top
14240.0,29,2,890.3400000000005,3,2,3,323,8,Medium
14241.0,183,1,213.70000000000002,1,1,1,111,3,Low
14242.0,234,2,280.55,1,2,1,121,4,Low
14243.0,8,14,2535.8799999999987,4,4,4,444,12,Top
14245.0,175,5,1677.4799999999998,1,3,4,134,8,Medium
14246.0,110,3,1474.0600000000006,2,3,3,233,8,Medium
14247.0,277,1,136.77,1,1,1,111,3,Low
14248.0,317,1,302.58,1,1,2,112,4,Low
14250.0,6,3,1904.0500000000002,4,3,4,434,11,Top
14251.0,1,5,2879.7000000000003,4,3,4,434,11,Top
14256.0,253,3,935.06,1,3,3,133,7,Medium
14257.0,50,6,3087.27,2,4,4,244,10,Top
14258.0,8,10,12650.079999999996,4,4,4,444,12,Top
14259.0,141,1,120.0,2,1,1,211,4,Low
14261.0,50,2,1163.4499999999998,2,2,3,223,7,Medium
14262.0,7,8,2618.230000000001,4,4,4,444,12,Top
14264.0,154,3,319.4700000000001,1,3,2,132,6,Low
14265.0,108,2,530.18,2,2,2,222,6,Low
14267.0,150,7,1279.0899999999997,1,4,3,143,8,Medium
14270.0,331,1,492.6499999999999,1,1,2,112,4,Low
14271.0,225,1,112.32000000000002,1,1,1,111,3,Low
14272.0,73,2,437.96000000000004,2,2,2,222,6,Low
14273.0,50,4,559.9700000000001,2,3,2,232,7,Medium
14276.0,87,5,1019.3899999999996,2,3,3,233,8,Medium
14277.0,14,4,3892.7999999999993,4,3,4,434,11,Top
14280.0,196,1,134.04,1,1,1,111,3,Low
14282.0,2,15,3701.4400000000046,4,4,4,444,12,Top
14284.0,30,3,578.4500000000002,3,3,2,332,8,Medium
14285.0,20,4,1910.0100000000004,3,3,4,334,10,Top
14286.0,23,5,4595.809999999998,3,3,4,334,10,Top
14287.0,7,4,156.23,4,3,1,431,8,Medium
14288.0,211,2,413.85,1,2,2,122,5,Low
14289.0,8,6,911.2599999999999,4,4,3,443,11,Top
14290.0,10,6,2307.4499999999994,4,4,4,444,12,Top
14291.0,1,12,3873.2999999999984,4,4,4,444,12,Top
14292.0,7,14,4819.329999999998,4,4,4,444,12,Top
14293.0,2,4,1046.5599999999993,4,3,3,433,10,Top
14295.0,39,2,157.7,3,2,1,321,6,Low
14297.0,17,5,1290.4799999999996,3,3,3,333,9,Medium
14298.0,2,45,50862.43999999997,4,4,4,444,12,Top
14299.0,7,18,2855.3499999999995,4,4,4,444,12,Top
14300.0,18,1,43.2,3,1,1,311,5,Low
14301.0,107,2,632.04,2,2,2,222,6,Low
14304.0,222,2,197.1,1,2,1,121,4,Low
14305.0,70,5,1803.76,2,3,4,234,9,Medium
14306.0,50,3,2083.4199999999996,2,3,4,234,9,Medium
14307.0,88,6,2995.7200000000007,2,4,4,244,10,Top
14309.0,7,10,2319.6800000000007,4,4,4,444,12,Top
14311.0,224,2,229.71000000000004,1,2,1,121,4,Low
14312.0,46,6,1611.5899999999995,3,4,4,344,11,Top
14314.0,106,1,120.0,2,1,1,211,4,Low
14315.0,20,7,2456.979999999999,3,4,4,344,11,Top
14317.0,64,1,508.58,2,1,2,212,5,Low
14320.0,206,3,343.11,1,3,2,132,6,Low
14321.0,10,5,1530.749999999999,4,3,3,433,10,Top
14323.0,114,4,574.2600000000001,2,3,2,232,7,Medium
14326.0,234,2,166.85,1,2,1,121,4,Low
14327.0,162,1,311.65000000000003,1,1,2,112,4,Low
14329.0,8,14,4889.140000000004,4,4,4,444,12,Top
14331.0,123,2,462.65999999999997,2,2,2,222,6,Low
14332.0,22,3,840.2099999999998,3,3,3,333,9,Medium
14333.0,63,2,351.45,2,2,2,222,6,Low
14334.0,16,9,2539.4600000000005,4,4,4,444,12,Top
14335.0,15,2,454.86,4,2,2,422,8,Medium
14336.0,16,4,1614.9100000000008,4,3,4,434,11,Top
14338.0,157,4,554.2199999999999,1,3,2,132,6,Low
14339.0,234,4,293.73,1,3,2,132,6,Low
14340.0,218,1,134.7,1,1,1,111,3,Low
14341.0,44,9,2151.0799999999986,3,4,4,344,11,Top
14342.0,20,6,608.7100000000002,3,4,2,342,9,Medium
14344.0,126,8,889.9300000000002,2,4,3,243,9,Medium
14345.0,38,1,108.97999999999999,3,1,1,311,5,Low
14346.0,120,2,1021.5800000000002,2,2,3,223,7,Medium
14348.0,259,1,409.57,1,1,2,112,4,Low
14349.0,9,1,133.50000000000006,4,1,1,411,6,Low
14350.0,270,2,258.7,1,2,1,121,4,Low
14351.0,164,1,51.0,1,1,1,111,3,Low
14352.0,156,4,1078.96,1,3,3,133,7,Medium
14353.0,214,1,90.6,1,1,1,111,3,Low
14354.0,5,2,163.62,4,2,1,421,7,Medium
14355.0,365,1,174.4,1,1,1,111,3,Low
14356.0,59,4,666.9399999999999,2,3,3,233,8,Medium
14357.0,42,1,225.12000000000012,3,1,1,311,5,Low
14359.0,18,6,882.5800000000002,3,4,3,343,10,Top
14360.0,31,4,2118.03,3,3,4,334,10,Top
14362.0,21,1,151.50000000000003,3,1,1,311,5,Low
14364.0,108,8,3717.349999999999,2,4,4,244,10,Top
14367.0,7,19,9134.120000000008,4,4,4,444,12,Top
14368.0,319,1,155.00000000000003,1,1,1,111,3,Low
14371.0,294,1,100.5,1,1,1,111,3,Low
14373.0,357,1,76.55,1,1,1,111,3,Low
14375.0,184,1,235.56000000000003,1,1,1,111,3,Low
14377.0,190,2,617.05,1,2,2,122,5,Low
14379.0,43,2,348.1,3,2,2,322,7,Medium
14381.0,51,1,202.6800000000001,2,1,1,211,4,Low
14382.0,25,1,615.4900000000001,3,1,2,312,6,Low
14383.0,37,3,1247.6899999999998,3,3,3,333,9,Medium
14385.0,8,3,202.11,4,3,1,431,8,Medium
14386.0,296,1,142.4,1,1,1,111,3,Low
14387.0,32,3,1727.6000000000013,3,3,4,334,10,Top
14388.0,8,10,3172.040000000002,4,4,4,444,12,Top
14389.0,8,5,999.7199999999998,4,3,3,433,10,Top
14390.0,9,13,4582.220000000003,4,4,4,444,12,Top
14393.0,217,1,67.94999999999999,1,1,1,111,3,Low
14395.0,1,12,3444.1100000000006,4,4,4,444,12,Top
14396.0,64,2,487.99,2,2,2,222,6,Low
14397.0,0,23,2556.6800000000007,4,4,4,444,12,Top
14400.0,140,2,559.7,2,2,2,222,6,Low
14401.0,3,14,4039.9799999999987,4,4,4,444,12,Top
